participant,group,Lefthanded,Gender,A_V_OK,Event,condition,CONTEXT_Trial,CONTEXT_Item,CONTEXT_Accuracy,CONTEXT_RT,CONTEXT_Position,CONTEXT_cat,CONTEXT_catspec,CONTEXT_solution,CONTEXT_property,CONTEXT_concept,CONTEXT_LSA_distance,CONTEXT_mean_perceptualstrength,CONTEXT_mean_concreteness,CONTEXT_mean_exc,CONTEXT_prop_concreteness,CONTEXT_prop_exc,CONTEXT_prop_lg10CD,CONTEXT_prop_orthneigh,CONTEXT_prop_letters,CONTEXT_conc_concreteness,CONTEXT_conc_exc,CONTEXT_conc_lg10CD,CONTEXT_conc_letters,CONTEXT_mean_lg10CD,CONTEXT_conc_orthneigh,TARGET_Trial,TARGET_Item,TARGET_Accuracy,TARGET_RT,TARGET_Position,TARGET_cat,TARGET_catspec,TARGET_solution,TARGET_property,TARGET_concept,TARGET_LSA_distance,TARGET_mean_perceptualstrength,TARGET_mean_concreteness,TARGET_mean_exc,TARGET_prop_concreteness,TARGET_prop_exc,TARGET_prop_lg10CD,TARGET_prop_orthneigh,TARGET_prop_letters,TARGET_conc_concreteness,TARGET_conc_exc,TARGET_conc_lg10CD,TARGET_conc_letters,TARGET_mean_lg10CD,TARGET_conc_orthneigh,log_cooccurrence_propertytoproperty
19,Selfpaced,N,F,Y,2,auditory2visual,3,199,rightanswer,1356,context,auditory,a_de,Nee,Blaffende,Felicitatie,NA,4.295,2.67,0.374603175,NA,0.471428571,1.34,2,9,NA,0.277777778,1.2,11,1.27,1,4,108,wronganswer,1972,target,visual,v_de,Ja,Blonde,Pupil,0.910093,4.05,4.1,0.620110447,NA,0.679245283,2.55,4,6,NA,0.56097561,1.66,5,2.105,0,0
20,Selfpaced,N,F,Y,2,visual2visual,3,159,rightanswer,795,context,visual,v_het,Ja,Groot,Onderscheid,0.910296,3.438,2.5,0.283068783,NA,0.380952381,3.7,6,5,NA,0.185185185,2.1,11,2.9,1,4,37,wronganswer,345,target,visual,v_het,Ja,Brak,Bezit,0.901718,3.314,2.71,0.149180328,NA,0.2,2.9,7,4,NA,0.098360656,3.16,5,3.03,4,7.850103545
21,Selfpaced,N,F,Y,2,visual2visual,3,168,rightanswer,822,context,visual,v_de,Nee,Gevorkte,Race,0.945167,4.048,4.47,0.353144655,NA,0.366666667,0.6,0,8,NA,0.339622642,2.5,4,1.55,9,4,49,rightanswer,664,target,visual,v_het,Nee,Mistig,Loon,0.934111,3.286,3.47,0.308116883,NA,0.457142857,1.7,2,6,NA,0.159090909,2.8,4,2.25,13,0
22,Selfpaced,N,M,Y,2,visual2visual,3,176,rightanswer,749,context,visual,v_de,Ja,Korte,Expansie,0.974158,3.625,2.565,0.413461539,NA,0.576923077,3.05,14,5,NA,0.25,1.04,8,2.045,0,4,67,rightanswer,421,target,visual,v_de,Nee,Bronzen,Boete,0.985813,2.96,3.3,0.480107527,NA,0.766666667,1.61,2,7,NA,0.193548387,2.47,5,2.04,8,5.899897354
23,Selfpaced,N,F,Y,2,visual2visual,3,145,rightanswer,1158,context,visual,v_het,Nee,Breekbaar,Loon,0.920184,2.636,3.1,0.160427808,NA,0.161764706,1.9,0,9,NA,0.159090909,2.8,4,2.35,13,4,41,rightanswer,1422,target,visual,v_de,Nee,Ijzige,Beurs,1.0372,2.5,3.07,0.210714286,NA,0.171428571,1.57,2,6,NA,0.25,2.61,5,2.09,1,0
24,Selfpaced,Y,M,Y,2,visual2visual,3,146,rightanswer,541,context,visual,v_de,Nee,Weerkaatsende,Levering,NA,2.933,3.2,0.184491979,NA,0.323529412,0.3,0,13,NA,0.045454546,2.19,8,1.245,1,4,50,wronganswer,602,target,visual,v_de,Ja,Losse,Levering,0.933941,3.033,3.2,0.311188812,NA,0.576923077,2.47,20,5,NA,0.045454546,2.19,8,2.33,1,0
26,Quick,N,F,Y,2,auditory2visual,3,194,rightanswer,442,context,auditory,a_het,Nee,Gillend,Feit,NA,3.389,1.67,0.313265306,NA,0.326530612,1.87,2,7,NA,0.3,3.15,4,2.51,3,4,79,wronganswer,462,target,visual,v_de,Nee,Vallende,Verhulling,NA,3.517,NA,0.26905703,NA,0.233766234,1.99,2,8,NA,0.304347826,0.78,10,1.385,1,6.64509097
27,Quick,Y,F,Y,2,haptic2visual,3,124,rightanswer,553,context,haptic,h_het,Nee,Zijdeachtig,Zeer,0.880074,3.911,1.6,0.255668399,NA,0.356164384,0.7,0,12,NA,0.155172414,3.5,4,2.1,19,4,1,rightanswer,851,target,visual,v_het,Nee,Kokend,Mandaat,0.901574,2.306,1.93,0.131191951,NA,0.144736842,1.77,4,6,NA,0.117647059,1.49,7,1.63,0,0
28,Quick,N,F,Y,2,haptic2visual,3,128,rightanswer,656,context,haptic,h_het,Nee,Hitsig,Vilt,0.809776,3.75,3.47,0.2625,NA,0.125,1.46,1,7,NA,0.4,1.4,4,1.43,11,4,35,wronganswer,1250,target,visual,v_het,Nee,Geblokt,Oosten,1.02688,3.151,3.27,0.528975742,NA,0.41509434,1.11,1,7,NA,0.642857143,2.71,6,1.91,5,0
29,Quick,N,F,Y,2,haptic2visual,3,129,rightanswer,988,context,haptic,h_de,Nee,Plakkende,Spier,NA,3.657,4.67,0.263115416,NA,0.238095238,0.48,2,9,NA,0.288135593,2.04,5,1.26,4,4,12,rightanswer,1945,target,visual,v_de,Ja,Gesmolten,Weerstand,0.945311,3.671,2.33,0.31372549,NA,0.470588235,2.18,0,9,NA,0.156862745,2.36,9,2.27,0,0
30,Quick,N,M,Y,2,auditory2visual,3,202,rightanswer,599,context,auditory,a_de,Nee,Rinkelende,Verklaring,NA,3.533,1.8,0.404634581,NA,0.515151515,0.9,1,10,NA,0.294117647,3.13,10,2.015,0,4,101,rightanswer,579,target,visual,v_het,Nee,Oranje,Concept,0.99857,3.513,2.965,0.498317915,NA,0.655172414,2.45,12,6,NA,0.341463415,2.34,7,2.395,1,0
31,Quick,Y,F,Y,2,auditory2visual,3,204,rightanswer,462,context,auditory,a_de,Nee,Grommende,Economie,NA,3.771,1.53,0.412207358,NA,0.47826087,0.95,1,9,NA,0.346153846,2.44,8,1.695,0,4,92,wronganswer,499,target,visual,v_het,Ja,Schattig,Moment,0.785329,3.064,1.9,0.367049259,NA,0.490196078,2.96,2,8,NA,0.243902439,3.7,6,3.33,0,0
32,Quick,N,F,N,2,auditory2visual,3,196,rightanswer,540,context,auditory,a_het,Nee,Schor,Enthousiasme,0.859341,4.578,2.83,0.337784091,NA,0.59375,1.11,7,5,NA,0.081818182,2.25,12,1.68,1,4,105,rightanswer,407,target,visual,v_de,Nee,Lage,Magie,0.96932,3.386,2.335,0.558045977,NA,0.633333333,2.61,0,4,NA,0.482758621,2.75,5,2.68,1,6.165417854
34,Selfpaced,Y,M,Y,2,visual2visual,3,149,rightanswer,1429,context,visual,v_de,Nee,Vuile,Prins,0.938472,2.929,3.7,0.224053296,NA,0.274193548,3.25,10,5,NA,0.173913044,2.78,5,3.015,2,4,70,rightanswer,1648,target,visual,v_het,Nee,Onbeweeglijk,Gebaar,0.872001,3.722,3.03,0.51532567,NA,0.444444444,1.23,0,12,NA,0.586206896,2.48,6,1.855,4,0
35,Selfpaced,N,M,Y,2,visual2visual,3,179,rightanswer,744,context,visual,v_het,Ja,Glitterend,Effect,NA,3.671,2.07,0.464892831,NA,0.515151515,0.48,0,10,NA,0.414634146,2.77,6,1.625,0,4,51,rightanswer,1035,target,visual,v_de,Nee,Aardse,Magie,0.839526,2.286,1.97,0.312807882,NA,0.142857143,2.18,6,6,NA,0.482758621,2.75,5,2.465,1,0
36,Selfpaced,N,F,Y,2,haptic2visual,3,131,rightanswer,459,context,haptic,h_de,Nee,Taaie,Vloeistof,0.864188,3.875,3.835,0.283606151,NA,0.301587302,2.19,10,5,NA,0.265625,2.21,9,2.2,0,4,23,rightanswer,286,target,visual,v_de,Nee,Blauwe,Boerderij,0.983035,3.579,4.365,0.36710444,NA,0.682926829,3.14,4,6,NA,0.051282051,2.77,9,2.955,0,7.955074273
37,Selfpaced,N,F,Y,2,haptic2visual,3,141,wronganswer,917,context,haptic,h_het,Ja,Koel,Heft,0.866279,2.75,3.055,0.395833333,NA,0.458333333,2.52,17,4,NA,0.333333333,2.03,4,2.275,8,4,19,rightanswer,1201,target,visual,v_de,Ja,Jankende,Proportie,NA,3.013,1.8,0.346082779,NA,0.207317073,1.36,2,8,NA,0.484848485,1.32,9,1.34,1,6.507277712
38,Selfpaced,Y,F,Y,2,haptic2visual,3,124,rightanswer,484,context,haptic,h_het,Nee,Zijdeachtig,Zeer,0.880074,3.911,1.6,0.255668399,NA,0.356164384,0.7,0,12,NA,0.155172414,3.5,4,2.1,19,4,10,rightanswer,764,target,visual,v_de,Nee,Knappe,Ziekte,0.889361,3.4,2.83,0.302480339,NA,0.517241379,3.01,11,6,NA,0.087719298,2.98,6,2.995,3,4.812184355
39,Selfpaced,N,M,Y,2,visual2visual,3,160,rightanswer,1029,context,visual,v_de,Ja,Zwarte,Kip,0.88176,3.73,4.57,0.284567727,NA,0.509433962,3.33,4,6,NA,0.059701492,2.96,3,3.145,18,4,38,rightanswer,730,target,visual,v_de,Nee,Elastische,Boerderij,1.00684,3.982,3.8,0.15275967,NA,0.254237288,1.04,1,10,NA,0.051282051,2.77,9,1.905,0,9.533293059
40,Quick,N,F,Y,2,auditory2visual,3,212,wronganswer,444,context,auditory,a_het,Ja,Zoemend,Advies,NA,4.59,1.87,0.506112145,NA,0.603773585,0.85,0,7,NA,0.408450704,3.04,6,1.945,0,4,91,rightanswer,335,target,visual,v_de,Nee,Vage,Plug,0.958488,3.05,3.1,0.348148148,NA,0.296296296,2.18,14,4,NA,0.4,1.56,4,1.87,3,0
41,Quick,N,F,N,2,visual2visual,3,179,rightanswer,835,context,visual,v_het,Ja,Glitterend,Effect,NA,3.671,2.07,0.464892831,NA,0.515151515,0.48,0,10,NA,0.414634146,2.77,6,1.625,0,4,66,rightanswer,792,target,visual,v_het,Nee,Kleurrijk,Fortuin,0.914891,3.214,2.9,0.447916667,NA,0.645833333,1.76,1,9,NA,0.25,2.69,7,2.225,0,4.48863637
42,Selfpaced,N,F,Y,2,auditory2visual,3,186,rightanswer,1740,context,auditory,a_de,Nee,Stormachtige,Eis,0.9187,3.656,2.6,0.232600733,NA,0.131868132,1.45,1,12,NA,0.333333333,2.64,3,2.045,13,4,78,wronganswer,474,target,visual,v_de,Ja,Doffe,Eigenaar,0.958726,3.048,3.065,0.256535948,NA,0.277777778,1.34,2,5,NA,0.235294118,3.02,8,2.18,1,3.828641396
44,Quick,N,F,Y,2,auditory2visual,3,189,wronganswer,495,context,auditory,a_het,Ja,Fluisterend,Doel,NA,3.056,2.13,0.300684485,NA,0.389830508,1.3,2,11,NA,0.211538462,3.3,4,2.3,16,4,80,rightanswer,441,target,visual,v_de,Nee,Pure,Plug,0.995621,2.875,3.23,0.271428572,NA,0.142857143,2.74,8,4,NA,0.4,1.56,4,2.15,3,4.304065093
45,Quick,N,F,Y,2,auditory2visual,3,203,wronganswer,1805,context,auditory,a_het,Ja,Luid,Welkom,0.868225,3.971,2.765,0.405092593,NA,0.625,2.54,11,4,NA,0.185185185,3.57,6,3.055,2,4,91,rightanswer,1433,target,visual,v_de,Nee,Vage,Plug,0.958488,3.05,3.1,0.348148148,NA,0.296296296,2.18,14,4,NA,0.4,1.56,4,1.87,3,0
46,Selfpaced,N,F,Y,2,auditory2visual,3,196,rightanswer,1427,context,auditory,a_het,Nee,Schor,Enthousiasme,0.859341,4.578,2.83,0.337784091,NA,0.59375,1.11,7,5,NA,0.081818182,2.25,12,1.68,1,4,88,wronganswer,915,target,visual,v_de,Ja,Soepele,Substituut,0.99406,2.75,2.58,0.340263692,NA,0.327586207,1.56,3,7,NA,0.352941176,0.6,10,1.08,0,7.082548569
47,Selfpaced,N,F,Y,2,visual2visual,3,178,wronganswer,983,context,visual,v_het,Ja,Donker,Moment,0.684565,2.952,2.665,0.439024391,NA,0.634146342,3.28,1,6,NA,0.243902439,3.7,6,3.49,0,4,72,rightanswer,889,target,visual,v_het,Ja,Grotesk,Effect,0.94522,3.571,2.075,0.635888502,NA,0.857142857,1.34,1,7,NA,0.414634146,2.77,6,2.055,0,5.771441123
48,Selfpaced,N,F,Y,2,visual2visual,3,175,wronganswer,832,context,visual,v_de,Nee,Kleine,Reus,0.710016,3.679,3.5,0.404761905,NA,0.476190476,3.67,4,6,NA,0.333333333,2.29,4,2.98,7,4,59,rightanswer,555,target,visual,v_de,Nee,Stompe,Wacht,0.850451,3.214,3.445,0.366666667,NA,0.333333333,0.85,5,6,NA,0.4,3.87,5,2.36,10,8.507546814
49,Quick,N,M,Y,2,auditory2visual,3,202,wronganswer,785,context,auditory,a_de,Nee,Rinkelende,Verklaring,NA,3.533,1.8,0.404634581,NA,0.515151515,0.9,1,10,NA,0.294117647,3.13,10,2.015,0,4,105,rightanswer,553,target,visual,v_de,Nee,Lage,Magie,0.96932,3.386,2.335,0.558045977,NA,0.633333333,2.61,0,4,NA,0.482758621,2.75,5,2.68,1,0
50,Quick,N,M,Y,2,auditory2visual,3,204,rightanswer,847,context,auditory,a_de,Nee,Grommende,Economie,NA,3.771,1.53,0.412207358,NA,0.47826087,0.95,1,9,NA,0.346153846,2.44,8,1.695,0,4,93,rightanswer,651,target,visual,v_de,Ja,Miniatuur,Beurs,0.955464,3.1,3.37,0.367857143,NA,0.485714286,1.38,0,9,NA,0.25,2.61,5,1.995,1,0
1,Quick,N,F,Y,3,visual2visual,5,150,wronganswer,1266,context,visual,v_het,Nee,Weinig,Fortuin,0.816837,2.214,1.965,0.229166667,1.33,0.208333333,3.49,3,6,2.6,0.25,2.69,7,3.09,0,6,60,wronganswer,721,target,visual,v_het,Ja,Nauw,Effect,1.04643,3.371,2.4,0.37398374,2.73,0.333333333,2.36,8,4,2.07,0.414634146,2.77,6,2.565,0,11.11792541
2,Quick,N,F,Y,3,visual2visual,5,170,rightanswer,651,context,visual,v_de,Nee,Flikkerende,Socialist,NA,3.025,1.93,0.365418119,NA,0.535714286,1.18,1,11,NA,0.195121951,1.46,9,1.32,0,6,69,rightanswer,944,target,visual,v_de,Ja,Lichtbruine,Verhulling,NA,3.967,3.6,0.502173913,NA,0.7,0.9,0,11,NA,0.304347826,0.78,10,0.84,1,0
3,Quick,N,F,Y,3,auditory2visual,5,200,rightanswer,1042,context,auditory,a_het,Ja,Stil,Voornemen,0.876852,3.686,2.465,0.37515763,NA,0.442622951,3.58,8,4,NA,0.307692308,1.61,9,2.595,3,6,89,rightanswer,908,target,visual,v_de,Nee,Vlezige,Huur,0.947536,3.086,2.965,0.342320262,NA,0.361111111,1.04,0,7,NA,0.323529412,2.95,4,1.995,9,0
4,Quick,N,F,Y,3,haptic2visual,5,123,rightanswer,784,context,haptic,h_het,Ja,Heet,Pistool,0.773426,3.46,2.8,0.246153846,NA,0.4,3.74,18,4,NA,0.092307692,3.23,7,3.485,0,6,17,rightanswer,1379,target,visual,v_de,Ja,Ondiepe,Kwestie,0.879064,2.938,2.365,0.332810867,NA,0.424242424,1.54,1,7,NA,0.24137931,3.03,7,2.285,1,6.863803391
5,Quick,Y,F,Y,3,haptic2visual,5,112,wronganswer,2414,context,haptic,h_de,Nee,Schurende,Spier,NA,3.357,4.67,0.195349848,NA,0.102564103,0.48,1,9,NA,0.288135593,2.04,5,1.26,4,6,30,rightanswer,2353,target,visual,v_de,Nee,Beige,Hoeveelheid,0.950069,3.548,3.265,0.420833334,NA,0.541666667,1.76,1,5,NA,0.3,2.5,11,2.13,0,0
6,,N,F,Y,3,auditory2visual,5,210,rightanswer,515,context,auditory,a_het,Ja,Geluidloos,Antwoord,0.810143,4,2.835,0.470746108,NA,0.52173913,1.11,0,10,NA,0.419753086,3.53,8,2.32,1,6,102,rightanswer,696,target,visual,v_de,Nee,Groene,Mist,0.770451,4.057,4.365,0.503088538,NA,0.580645161,2.94,7,6,NA,0.425531915,3.16,4,3.05,15,0
8,,N,F,Y,3,visual2visual,5,150,wronganswer,579,context,visual,v_het,Nee,Weinig,Fortuin,0.816837,2.214,1.965,0.229166667,NA,0.208333333,3.49,3,6,NA,0.25,2.69,7,3.09,0,6,42,rightanswer,1074,target,visual,v_het,Ja,Smakeloos,Moment,0.925003,1.986,1.9,0.22195122,NA,0.2,1.75,0,9,NA,0.243902439,3.7,6,2.725,0,7.973844376
9,,N,F,Y,3,auditory2visual,5,195,rightanswer,634,context,auditory,a_de,Ja,Morrende,Leiding,NA,3.571,2.67,0.326794258,NA,0.526315789,0.3,0,8,NA,0.127272727,3.09,7,1.695,0,6,87,rightanswer,2320,target,visual,v_de,Ja,Vochtige,Mist,0.690076,3.302,4.12,0.335716777,NA,0.245901639,1.77,1,8,NA,0.425531915,3.16,4,2.465,15,0
10,,N,F,Y,3,haptic2visual,5,130,wronganswer,631,context,haptic,h_de,Ja,Geneeskrachtige,Rots,0.920404,2.557,4.73,0.263673891,NA,0.176470588,1,0,15,NA,0.350877193,2.62,4,1.81,8,6,22,wronganswer,426,target,visual,v_de,Ja,Roestige,Hoeveelheid,0.9656,3.964,2.73,0.366666667,NA,0.433333333,1.65,1,8,NA,0.3,2.5,11,2.075,0,0
11,Quick,N,F,Y,3,visual2visual,5,153,rightanswer,885,context,visual,v_het,Ja,Bloemrijk,Bezit,1.06813,3.714,2.715,0.249180328,NA,0.4,0.7,0,9,NA,0.098360656,3.16,5,1.93,4,6,58,rightanswer,922,target,visual,v_de,Ja,Bleke,Ziekte,0.818318,3.6,3.63,0.354204477,NA,0.620689655,1.92,4,5,NA,0.087719298,2.98,6,2.45,3,0
12,Quick,N,M,Y,3,auditory2visual,5,184,rightanswer,796,context,auditory,a_het,Nee,Fluitend,Verleden,NA,2.778,1.33,0.223112536,NA,0.298076923,1.04,2,8,NA,0.148148148,3.3,8,2.17,7,6,84,wronganswer,533,target,visual,v_de,Ja,Vieze,Uitvinding,0.873652,3.671,2.6,0.31219865,NA,0.558823529,2.89,10,5,NA,0.065573771,2.18,10,2.535,0,5.062595033
13,Quick,N,F,Y,3,auditory2visual,5,202,rightanswer,592,context,auditory,a_de,Nee,Rinkelende,Verklaring,NA,3.533,1.8,0.404634581,NA,0.515151515,0.9,1,10,NA,0.294117647,3.13,10,2.015,0,6,84,rightanswer,745,target,visual,v_de,Ja,Vieze,Uitvinding,0.873652,3.671,2.6,0.31219865,NA,0.558823529,2.89,10,5,NA,0.065573771,2.18,10,2.535,0,0
14,Selfpaced,N,F,Y,3,auditory2visual,5,216,wronganswer,1255,context,auditory,a_het,Nee,Lauw,Volume,0.871071,2.563,3.265,0.57184529,NA,0.662921348,1.54,10,4,NA,0.480769231,1.99,6,1.765,0,6,106,wronganswer,797,target,visual,v_de,Nee,Fuchsia,Eigenaar,0.94063,3.902,3.735,0.577106519,NA,0.918918919,1,0,7,NA,0.235294118,3.02,8,2.01,1,0
15,Selfpaced,N,F,Y,3,haptic2visual,5,125,rightanswer,641,context,haptic,h_het,Nee,Pulserend,Heft,NA,2.393,2.71,0.256410256,NA,0.179487179,0.48,0,9,NA,0.333333333,2.03,4,1.255,8,6,24,rightanswer,656,target,visual,v_het,Nee,Onrijp,Dek,1.0097,3.063,3.73,0.367860188,NA,0.431372549,0.85,0,6,NA,0.304347826,2.8,3,1.825,22,0
16,Selfpaced,N,F,Y,3,auditory2visual,5,206,rightanswer,1234,context,auditory,a_het,Nee,Kreunend,Gelach,NA,4.882,4,0.416666667,NA,0.5,0.78,1,8,NA,0.333333333,1.95,6,1.365,0,6,80,rightanswer,1078,target,visual,v_de,Nee,Pure,Plug,0.995621,2.875,3.23,0.271428572,NA,0.142857143,2.74,8,4,NA,0.4,1.56,4,2.15,3,6.052089169
17,Selfpaced,N,F,Y,3,visual2visual,5,177,rightanswer,486,context,visual,v_de,Ja,Bolvormige,Formatie,0.83644,3.413,2.9,0.432432432,NA,0.486486486,0.48,0,10,NA,0.378378378,2.04,8,1.26,0,6,47,rightanswer,480,target,visual,v_de,Ja,Bloedige,Worp,0.838693,3.314,3.835,0.295066414,NA,0.35483871,1.85,2,8,NA,0.235294118,2.23,4,2.04,4,0
18,Selfpaced,N,F,Y,3,auditory2visual,5,181,wronganswer,565,context,auditory,a_de,Ja,Zeurende,Wrok,NA,2.548,1.8,0.179861111,NA,0.270833333,1.38,2,8,NA,0.088888889,2.2,4,1.79,4,6,90,rightanswer,927,target,visual,v_de,Nee,Lenige,Belasting,0.991066,3.5,2.735,0.347826087,NA,0.5,0.85,3,6,NA,0.195652174,2.56,9,1.705,0,0
19,Selfpaced,N,F,Y,3,visual2visual,5,158,wronganswer,1632,context,visual,v_het,Ja,Klonterig,Type,0.708814,2.794,2.63,0.271794872,NA,0.276923077,0.78,0,9,NA,0.266666667,3.08,4,1.93,5,6,56,rightanswer,3256,target,visual,v_het,Ja,Transparant,Bezit,1.05536,3.777,2.735,0.353528154,NA,0.608695652,1.38,0,11,NA,0.098360656,3.16,5,2.27,4,0
20,Selfpaced,N,F,Y,3,visual2visual,5,170,wronganswer,1007,context,visual,v_de,Nee,Flikkerende,Socialist,NA,3.025,1.93,0.365418119,NA,0.535714286,1.18,1,11,NA,0.195121951,1.46,9,1.32,0,6,68,rightanswer,633,target,visual,v_de,Nee,Paarse,Vrijheid,1.01049,3.955,2.8,0.497389654,NA,0.790697674,2.15,10,6,NA,0.204081633,3.11,8,2.63,0,0
21,Selfpaced,N,F,Y,3,visual2visual,5,170,rightanswer,1123,context,visual,v_de,Nee,Flikkerende,Socialist,NA,3.025,1.93,0.365418119,NA,0.535714286,1.18,1,11,NA,0.195121951,1.46,9,1.32,0,6,57,rightanswer,1865,target,visual,v_de,Nee,Compacte,Reus,1.01699,2.984,3.435,0.354166667,NA,0.375,1.43,1,8,NA,0.333333333,2.29,4,1.86,7,0
22,Selfpaced,N,M,Y,3,auditory2visual,5,184,rightanswer,1343,context,auditory,a_het,Nee,Fluitend,Verleden,NA,2.778,1.33,0.223112536,NA,0.298076923,1.04,2,8,NA,0.148148148,3.3,8,2.17,7,6,87,rightanswer,649,target,visual,v_de,Ja,Vochtige,Mist,0.690076,3.302,4.12,0.335716777,NA,0.245901639,1.77,1,8,NA,0.425531915,3.16,4,2.465,15,0
23,Selfpaced,N,F,Y,3,auditory2visual,5,191,wronganswer,2270,context,auditory,a_het,Nee,Schreeuwend,Compliment,0.977691,3.444,3.035,0.308147397,NA,0.224137931,2.02,2,11,NA,0.392156863,2.59,10,2.305,0,6,92,rightanswer,1356,target,visual,v_het,Ja,Schattig,Moment,0.785329,3.064,1.9,0.367049259,NA,0.490196078,2.96,2,8,NA,0.243902439,3.7,6,3.33,0,0
24,Selfpaced,Y,M,Y,3,haptic2visual,5,124,rightanswer,519,context,haptic,h_het,Nee,Zijdeachtig,Zeer,0.880074,3.911,1.6,0.255668399,NA,0.356164384,0.7,0,12,NA,0.155172414,3.5,4,2.1,19,6,6,rightanswer,582,target,visual,v_de,Nee,Grove,Sierlijkheid,0.931037,3.446,2.07,0.274487836,NA,0.253521127,2.16,6,5,NA,0.295454545,0.6,12,1.38,0,5.093750201
26,Quick,N,F,Y,3,haptic2visual,5,136,rightanswer,653,context,haptic,h_de,Nee,Klamme,Geest,0.834267,2.567,2.57,0.355983773,NA,0.470588235,1.4,10,6,NA,0.24137931,3.28,5,2.34,9,6,34,rightanswer,964,target,visual,v_de,Ja,Effen,Deel,0.93126,3.675,3.035,0.503496504,NA,0.461538462,1.26,4,5,NA,0.545454545,3.54,4,2.4,13,0
27,Quick,Y,F,Y,3,haptic2visual,5,134,rightanswer,515,context,haptic,h_de,Ja,Korrelige,Rots,0.87875,3.357,4.43,0.34785239,NA,0.344827586,0.3,0,9,NA,0.350877193,2.62,4,1.46,8,6,31,rightanswer,499,target,visual,v_de,Nee,Gevlekte,Belasting,0.981789,3.528,3.1,0.438251619,NA,0.680851064,1.4,3,8,NA,0.195652174,2.56,9,1.98,0,0
28,Quick,N,F,Y,3,visual2visual,5,152,rightanswer,1026,context,visual,v_de,Ja,Zanderige,Race,0.956875,3.014,4.17,0.235987792,NA,0.132352941,0.7,0,9,NA,0.339622642,2.5,4,1.6,9,6,56,rightanswer,867,target,visual,v_het,Ja,Transparant,Bezit,1.05536,3.777,2.735,0.353528154,NA,0.608695652,1.38,0,11,NA,0.098360656,3.16,5,2.27,4,4.820281566
29,Quick,N,F,Y,3,visual2visual,5,146,rightanswer,1581,context,visual,v_de,Nee,Weerkaatsende,Levering,NA,2.933,3.2,0.184491979,NA,0.323529412,0.3,0,13,NA,0.045454546,2.19,8,1.245,1,6,54,wronganswer,2165,target,visual,v_de,Nee,Fonkelende,Verhulling,NA,3.367,3.87,0.339673913,NA,0.375,1.3,1,10,NA,0.304347826,0.78,10,1.04,1,3.761200116
30,Quick,N,M,Y,3,haptic2visual,5,140,rightanswer,818,context,haptic,h_de,Ja,Warme,Massage,0.752902,4.306,3.835,0.388146168,NA,0.393939394,2.87,9,5,NA,0.382352941,2.31,7,2.59,3,6,17,wronganswer,1281,target,visual,v_de,Ja,Ondiepe,Kwestie,0.879064,2.938,2.365,0.332810867,NA,0.424242424,1.54,1,7,NA,0.24137931,3.03,7,2.285,1,6.863803391
31,Quick,Y,F,Y,3,auditory2visual,5,212,wronganswer,617,context,auditory,a_het,Ja,Zoemend,Advies,NA,4.59,1.87,0.506112145,NA,0.603773585,0.85,0,7,NA,0.408450704,3.04,6,1.945,0,6,101,rightanswer,633,target,visual,v_het,Nee,Oranje,Concept,0.99857,3.513,2.965,0.498317915,NA,0.655172414,2.45,12,6,NA,0.341463415,2.34,7,2.395,1,0
32,Quick,N,F,N,3,auditory2visual,5,199,rightanswer,541,context,auditory,a_de,Nee,Blaffende,Felicitatie,NA,4.295,2.67,0.374603175,NA,0.471428571,1.34,2,9,NA,0.277777778,1.2,11,1.27,1,6,90,rightanswer,436,target,visual,v_de,Nee,Lenige,Belasting,0.991066,3.5,2.735,0.347826087,NA,0.5,0.85,3,6,NA,0.195652174,2.56,9,1.705,0,0
34,Selfpaced,Y,M,Y,3,auditory2visual,5,195,rightanswer,684,context,auditory,a_de,Ja,Morrende,Leiding,NA,3.571,2.67,0.326794258,NA,0.526315789,0.3,0,8,NA,0.127272727,3.09,7,1.695,0,6,107,wronganswer,919,target,visual,v_de,Ja,Gespikkelde,Pels,0.756941,3.313,4.235,0.602564103,NA,0.846153846,0.78,0,11,NA,0.358974359,1.26,4,1.02,9,0
35,Selfpaced,N,M,Y,3,visual2visual,5,180,wronganswer,1022,context,visual,v_de,Nee,Doorschijnende,Verhulling,NA,3.792,3.5,0.501011123,NA,0.697674419,0.48,0,14,NA,0.304347826,0.78,10,0.63,1,6,69,wronganswer,886,target,visual,v_de,Ja,Lichtbruine,Verhulling,NA,3.967,3.6,0.502173913,NA,0.7,0.9,0,11,NA,0.304347826,0.78,10,0.84,1,6.336825731
36,Selfpaced,N,F,Y,3,auditory2visual,5,186,rightanswer,286,context,auditory,a_de,Nee,Stormachtige,Eis,0.9187,3.656,2.6,0.232600733,NA,0.131868132,1.45,1,12,NA,0.333333333,2.64,3,2.045,13,6,74,rightanswer,233,target,visual,v_de,Ja,Levende,Kip,0.76092,3.486,3.9,0.079850746,NA,0.1,2.83,5,7,NA,0.059701492,2.96,3,2.895,18,0
37,Selfpaced,N,F,Y,3,haptic2visual,5,120,wronganswer,1280,context,haptic,h_het,Ja,Hard,Heft,0.890188,2.938,3.055,0.238095238,NA,0.142857143,3.6,12,4,NA,0.333333333,2.03,4,2.815,8,6,11,rightanswer,1491,target,visual,v_de,Ja,Droge,Weerstand,1.0069,3.671,3.065,0.309200604,NA,0.461538462,2.5,4,5,NA,0.156862745,2.36,9,2.43,0,10.33439296
